,pval,lpval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
64738|ZBTB33,0.725788574040611,-0.139189873101807,Homo sapiens,ZBTB33,tf,K562,Erythroblast,Bone Marrow,1,ZBTB33
38760|PDX1,0.731899106079146,-0.135548783276482,Homo sapiens,PDX1,tf,LoVo,None,Colon,0,PDX1
48640|IRF4,0.735219083379944,-0.133583228908336,Homo sapiens,IRF4,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,IRF4
1|BTAF1,0.736529528562582,-0.132809836961587,Homo sapiens,BTAF1,tf,HeLa,Epithelium,Cervix,0,BTAF1
77027|ZNF808,0.738040776873009,-0.131919642673285,Homo sapiens,ZNF808,other,293T,None,None,1,ZNF808
64313|ZNF664,0.740810055354469,-0.130293131408031,Homo sapiens,ZNF664,,HEK293,Epithelium,Embryonic Kidney,1,ZNF664
47856|REST,0.742446320581755,-0.129334940688025,Homo sapiens,REST,tf,GM12878,B Lymphocyte,Blood,1,REST
74119|OLFM2,0.743168035910697,-0.128912977870889,Homo sapiens,OLFM2,other,MCF7-LTED,None,None,1,OLFM2
68797|SATB1,0.743444413703299,-0.128751497517806,Homo sapiens,SATB1,tf,SH-SY5Y,Neuron,None,1,SATB1
76547|CHAT,0.747026301096583,-0.126664107394731,Homo sapiens,CHAT,other,SH-SY5Y,Neuron,None,0,CHAT
38807|ISL1,0.751360735846588,-0.124151503777169,Homo sapiens,ISL1,tf,LoVo,None,Colon,0,ISL1
77176|ZNF132,0.760263060653487,-0.119036110320933,Homo sapiens,ZNF132,tf,293T,None,None,1,ZNF132
64414|HMBOX1,0.774953316961583,-0.110724458521596,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
53399|CHD8,0.77620173203795,-0.110025392498239,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,1,CHD8
71056|SETDB1,0.777502572250056,-0.109298165500923,Homo sapiens,SETDB1,cr,HeLa,Epithelium,Cervix,1,SETDB1
49781|CHD7,0.778302932662872,-0.108851333116817,Homo sapiens,CHD7,cr,None,iPSC,None,1,CHD7
52210|TALE,0.78119253507649,-0.107241915397724,Homo sapiens,TALE,other,HEK293T,Epithelium,Embryonic Kidney,0,TALE
77054|ZNF716,0.781489116451833,-0.107077065882575,Homo sapiens,ZNF716,tf,293T,None,None,1,ZNF716
58186|BANF1,0.782620921141511,-0.106448546654009,Homo sapiens,BANF1,other,None,Keratinocyte,None,1,BANF1
58881|RAD21,0.782789386834599,-0.106355071198011,Homo sapiens,RAD21,not sure,TF-1,Erythroblast,Bone Marrow,1,RAD21
69523|ZNF224,0.785777687767635,-0.104700307182356,Homo sapiens,ZNF224,,HEK293,HEK 293 Cell Line,None,1,ZNF224
36811|GREB1,0.790214685347026,-0.102254903652402,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
74685|NFIL3,0.795412181003837,-0.0994077624797301,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
65082|ZNF778,0.797641401380655,-0.0981923121631516,Homo sapiens,ZNF778,,HEK293,Epithelium,Embryonic Kidney,1,ZNF778
41168|NR1H3,0.798388989649698,-0.0977854609082501,Homo sapiens,NR1H3,tf,SGBS,Adipocyte,Adipose,0,NR1H3
77077|ZNF613,0.80267948313998,-0.0954578376498224,Homo sapiens,ZNF613,tf,293T,None,None,1,ZNF613
2|GAPDH,0.803837825273095,-0.0948315615666327,Homo sapiens,GAPDH,not sure,HeLa,Epithelium,Cervix,0,GAPDH
50820|EHF,0.804776965258406,-0.0943244627110268,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,1,EHF
77052|ZNF736,0.805026855258177,-0.0941896315626942,Homo sapiens,ZNF736,other,293T,None,None,0,ZNF736
5662|POLR2M,0.809085018970796,-0.0920058401555277,Homo sapiens,POLR2M,tf,IMR90,Fibroblast,Lung,1,POLR2M
69232|CENPT,0.812355641359665,-0.0902537992488741,Homo sapiens,CENPT,other,HeLa,Epithelium,Cervix,1,CENPT
39652|SRC,0.813637321694455,-0.0895691384601822,Homo sapiens,SRC,not sure,LS180,Epithelium,Colon,1,SRC
77254|ZSCAN2,0.816493870430784,-0.088047071243393,Homo sapiens,ZSCAN2,tf,MCF-7,None,None,1,ZSCAN2
73405|NOTCH1,0.819655708930655,-0.0863685318972862,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,None,Neurosphere,None,1,NOTCH1
39656|NCOR1,0.820326536128675,-0.0860132395548997,Homo sapiens,NCOR1,cr,LS180,Epithelium,Colon,1,NCOR1
4402|MEIS1,0.820952585019845,-0.0856819252908974,Homo sapiens,MEIS1,tf,None,Haematopoietic Progenitor Cell,Cord blood,1,MEIS1
65106|ZNF384,0.822042540362888,-0.0851057073178398,Homo sapiens,ZNF384,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF384
63111|HNRNPLL,0.823537920627069,-0.0843163985101087,Homo sapiens,HNRNPLL,,HepG2,Epithelium,Liver,1,HNRNPLL
77127|ZNF429,0.824537715538193,-0.0837894743123683,Homo sapiens,ZNF429,other,293T,None,None,1,ZNF429
45389|WHSC1,0.825535018527241,-0.08326449959007,Homo sapiens,WHSC1,cr,K562,Erythroblast,Bone Marrow,1,WHSC1
77129|ZNF417,0.827215908232803,-0.082381122229714,Homo sapiens,ZNF417,tf,293T,None,None,1,ZNF417
51108|HSF1,0.827415439036949,-0.0822763797107556,Homo sapiens,HSF1,tf,HCT-116,None,Colon,1,HSF1
77193|HKR1,0.827979195121257,-0.0819805757242404,Homo sapiens,HKR1,tf,293T,None,None,1,HKR1
65163|ZNF667,0.830847890975588,-0.0804784782094146,Homo sapiens,ZNF667,,HEK293,Epithelium,Embryonic Kidney,1,ZNF667
74485|PROX1,0.831000926396947,-0.0803984920656388,Homo sapiens,PROX1,tf,None,Endothelial Cell,Umbilical Vein,1,PROX1
38687|TFAP2A,0.83124477153051,-0.0802710733611272,Homo sapiens,TFAP2A,predicted transcription factor,LoVo,None,Colon,1,TFAP2A
63598|GFI1B,0.833956758218357,-0.0788564675325518,Homo sapiens,GFI1B,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,GFI1B
65184|ZNF85,0.837717123028177,-0.0769026074409128,Homo sapiens,ZNF85,,HEK293,Epithelium,Embryonic Kidney,1,ZNF85
59007|LYL1,0.839184786666356,-0.0761423979397864,Homo sapiens,LYL1,predicted transcription factor,THP-1,Monocyte,Blood,1,LYL1
38802|MEF2D,0.840047227712392,-0.0756962970829825,Homo sapiens,MEF2D,tf,LoVo,None,Colon,0,MEF2D
2281|E2F1,0.8417290319572,-0.0748276933761142,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,0,E2F1
38750|ZNF407,0.843460763522513,-0.0739351153060324,Homo sapiens,ZNF407,tf,LoVo,None,Colon,1,ZNF407
43302|SMAD2,0.84577338559947,-0.072745985149329,Homo sapiens,SMAD2,predicted transcription factor,WA09,Embryonic Stem Cell,Embryo,1,SMAD2
42801|STAT6,0.846552813328104,-0.072345942668468,Homo sapiens,STAT6,tf,LoVo,None,Colon,0,STAT6
56844|KRAB,0.848023189262797,-0.0715922717631268,Homo sapiens,KRAB,other,K562,Erythroblast,Bone Marrow,1,KRAB
70104|DROSHA,0.848651524546067,-0.0712706042607311,Homo sapiens,DROSHA,,HeLa,Epithelium,Cervix,1,DROSHA
53165|ALKBH3,0.849153321040256,-0.0710138875298573,Homo sapiens,ALKBH3,other,PC-3,Epithelium,Prostate,1,ALKBH3
8554|PCGF5,0.849660014082924,-0.0707548196329614,Homo sapiens,PCGF5,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,PCGF5
2655|PAX3,0.84984701075471,-0.0706592488329215,Homo sapiens,PAX3,tf,Rh4,None,Muscle,1,PAX3
38800|RORA,0.851136529112175,-0.0700007700162591,Homo sapiens,RORA,tf,LoVo,None,Colon,0,RORA
49638|PRKDC,0.851785970016143,-0.0696695175784835,Homo sapiens,PRKDC,other,MCF-7,Epithelium,Breast,0,PRKDC
49027|ERCC6,0.852640351584446,-0.0692341180227153,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
37055|FLI1,0.852700648702079,-0.0692034066219229,Homo sapiens,FLI1,tf,NB4,Promyelocytic cell,Blood,1,FLI1
77106|ZNF492,0.852892388111051,-0.0691057615614268,Homo sapiens,ZNF492,tf,293T,None,None,0,ZNF492
65088|ZNF41,0.853748642002471,-0.0686699741113506,Homo sapiens,ZNF41,,HEK293,Epithelium,Embryonic Kidney,1,ZNF41
75838|MYOG,0.854354277933978,-0.0683620016220494,Homo sapiens,MYOG,tf,Rh4,rhabdomyosarcoma,None,1,MYOG
38864|RXRA,0.854941259993593,-0.068063723092876,Homo sapiens,RXRA,tf,LoVo,None,Colon,1,RXRA
77269|ZNF410,0.855180231535623,-0.0679423468944884,Homo sapiens,ZNF410,tf,K562,Erythroblast,Bone Marrow,1,ZNF410
41817|EZH2,0.856015714665094,-0.0675182625077878,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
39657|NCOR2,0.856102423236538,-0.0674742736575905,Homo sapiens,NCOR2,cr,LS180,Epithelium,Colon,0,NCOR2
37088|MEF2C,0.857089622422304,-0.066973763271196,Homo sapiens,MEF2C,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,MEF2C
48332|SNAI2,0.858534631161137,-0.0662421817857217,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
76550|POLB,0.858649028738291,-0.0661843169949777,Homo sapiens,POLB,other,MCF-7,MCF 7 Cells,None,1,POLB
71839|ERG,0.859358372156234,-0.0658256876322259,Homo sapiens,ERG,other,VCaP,Epithelium,Prostate,1,ERG
42759|ELF2,0.862543276023243,-0.0642191060325431,Homo sapiens,ELF2,tf,LoVo,None,Colon,0,ELF2
65167|ZBTB12,0.865254941991494,-0.0628559115097018,Homo sapiens,ZBTB12,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB12
5924|ETV4,0.865323377258373,-0.0628215633863512,Homo sapiens,ETV4,tf,PC-3,Epithelium,Prostate,1,ETV4
51532|PAX6,0.867389524847912,-0.061785826974228,Homo sapiens,PAX6,tf,HUES64,Embryonic Stem Cell,Embryo,1,PAX6
38664|ESRRA,0.868317576082085,-0.0613214081006554,Homo sapiens,ESRRA,tf,LoVo,None,Colon,0,ESRRA
51560|SMAD1,0.868931571344708,-0.0610144230421568,Homo sapiens,SMAD1,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,1,SMAD1
56997|DACOR1,0.869091380177358,-0.0609345574750029,Homo sapiens,DACOR1,other,None,None,Colon,1,DACOR1
56565|CDK9,0.869895471601107,-0.0605329299494003,Homo sapiens,CDK9,tf,HuCCT1,None,None,1,CDK9
73953|ZNF354A,0.870523042333213,-0.0602197288249714,Homo sapiens,ZNF354A,,293T,None,None,1,ZNF354A
38792|MEIS3,0.870809376723395,-0.0600769031985775,Homo sapiens,MEIS3,tf,LoVo,None,Colon,0,MEIS3
33466|ELF5,0.870853210847679,-0.0600550425713406,Homo sapiens,ELF5,tf,T47D,Epithelium,Mammary Gland,0,ELF5
64714|ZNF800,0.871672190903784,-0.0596468091590909,Homo sapiens,ZNF800,,HEK293,Epithelium,Embryonic Kidney,1,ZNF800
38661|CAMTA2,0.871978785051785,-0.0594940811764051,Homo sapiens,CAMTA2,tf,LoVo,None,Colon,1,CAMTA2
55725|SUMO2,0.872475039367312,-0.0592469889190451,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
5550|CREB1,0.874337207181257,-0.0583210399351992,Homo sapiens,CREB1,tf,H3396,Epithelium,Mammary Gland,1,CREB1
65207|MZF1,0.874579035920101,-0.05820093711389,Homo sapiens,MZF1,tf,HEK293,Epithelium,Embryonic Kidney,1,MZF1
76971|LRWD1,0.874703503532013,-0.0581391339507062,Homo sapiens,LRWD1,cr,U2OS,Osteosarcoma cell,None,1,LRWD1
77060|ZNF684,0.875814088943936,-0.057588072729881,Homo sapiens,ZNF684,tf,293T,None,None,1,ZNF684
65131|ZNF350,0.878553826764706,-0.0562316252321337,Homo sapiens,ZNF350,,HEK293,Epithelium,Embryonic Kidney,1,ZNF350
76470|MBD3L2,0.878568139649417,-0.056224550018268,Homo sapiens,MBD3L2,other,None,None,None,0,MBD3L2
56433|TOP2B,0.878785808000117,-0.0561169653575868,Homo sapiens,TOP2B,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,TOP2B
77111|ZNF480,0.878793869513131,-0.0561129813895624,Homo sapiens,ZNF480,tf,293T,None,None,1,ZNF480
65158|ZNF394,0.878826958010894,-0.0560966295669511,Homo sapiens,ZNF394,,HEK293,Epithelium,Embryonic Kidney,0,ZNF394
50402|CREBBP,0.878980684198148,-0.0560206685420752,Homo sapiens,CREBBP,cr,hMADS-3,Adipocyte,Adipose,0,CREBBP
74411|CTRL,0.879137466821765,-0.0559432109167885,Homo sapiens,CTRL,other,LNCaP,Epithelium,Prostate,1,CTRL
77161|ZNF211,0.879821485664129,-0.0556054365493862,Homo sapiens,ZNF211,tf,293T,None,None,1,ZNF211
62696|ZNF207,0.880588552341851,-0.0552269646714972,Homo sapiens,ZNF207,,MCF-7,Epithelium,Breast,1,ZNF207
77088|ZNF564,0.880610989780169,-0.055215898968359,Homo sapiens,ZNF564,tf,293T,None,None,1,ZNF564
35290|BRDU,0.88163052037453,-0.0547133837817493,Homo sapiens,BRDU,other,HeLa-S3,Epithelium,Cervix,1,BRDU
1881|SNAPC2,0.8821257670207,-0.0544694919325152,Homo sapiens,SNAPC2,not sure,IMR90,Fibroblast,Lung,0,SNAPC2
41807|JARID2,0.882307145608314,-0.0543802035051122,Homo sapiens,JARID2,cr,Edom-iPS-2,iPSC,None,1,JARID2
76847|EBF3,0.882727241564135,-0.0541734705822253,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
73298|LARP7,0.882804126789555,-0.0541356453362293,Homo sapiens,LARP7,predicted transcription factor,HeLa,None,None,1,LARP7
1221|GLYR1,0.883090116478583,-0.0539949758194838,Homo sapiens,GLYR1,cr,HeLa,Epithelium,Cervix,1,GLYR1
77026|ZNF81,0.88321276126177,-0.0539346645859698,Homo sapiens,ZNF81,tf,293T,None,None,1,ZNF81
77135|ZNF337,0.883219423201463,-0.0539313887810189,Homo sapiens,ZNF337,tf,293T,None,None,1,ZNF337
1358|STAT1,0.883315373415334,-0.0538842109404893,Homo sapiens,STAT1,tf,HeLa-S3,Epithelium,Cervix,0,STAT1
73954|ZNF33A,0.883462294340096,-0.0538119811990657,Homo sapiens,ZNF33A,,293T,None,None,1,ZNF33A
77187|ZIK1,0.883693373705596,-0.0536984015119956,Homo sapiens,ZIK1,tf,293T,None,None,1,ZIK1
77265|ZNF75A,0.883761031085894,-0.0536651523069715,Homo sapiens,ZNF75A,tf,K562,Erythroblast,Bone Marrow,0,ZNF75A
5373|RUNX2,0.883813044461957,-0.0536395928438315,Homo sapiens,RUNX2,tf,C4-2B,Epithelium,Prostate,1,RUNX2
76475|CCNT1,0.884175462175408,-0.0534615418952992,Homo sapiens,CCNT1,tf,C4-2,None,Prostate,0,CCNT1
53653|CTNNB1,0.884225918593747,-0.0534367591233498,Homo sapiens,CTNNB1,tf,None,Embryonic Stem Cell,None,1,CTNNB1
32849|HOTAIR,0.885828298107297,-0.0526504501344104,Homo sapiens,HOTAIR,other,MDA-231,Epithelium,Mammary Gland,1,HOTAIR
64947|TRIM24,0.886016289297353,-0.0525582935904622,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,TRIM24
38728|CASZ1,0.886128579950696,-0.052503256090958,Homo sapiens,CASZ1,tf,LoVo,None,Colon,0,CASZ1
72609|HEXIM1,0.886349098949299,-0.0523951924624198,Homo sapiens,HEXIM1,other,A375,Melanoma Cell,None,0,HEXIM1
57671|CBX2,0.886590897643844,-0.0522767317817143,Homo sapiens,CBX2,cr,K562,Erythroblast,Bone Marrow,1,CBX2
64871|ZBTB49,0.886915861251031,-0.0521175782828147,Homo sapiens,ZBTB49,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB49
42753|BCL6,0.88734248747709,-0.0519087232200595,Homo sapiens,BCL6,predicted transcription factor,LoVo,None,Colon,0,BCL6
77124|ZNF432,0.887657860737747,-0.0517543966381835,Homo sapiens,ZNF432,tf,293T,None,None,1,ZNF432
38702|HES1,0.888085652608671,-0.0515451460891679,Homo sapiens,HES1,tf,LoVo,None,Colon,1,HES1
55549|BACH2,0.888160188608205,-0.0515086977861586,Homo sapiens,BACH2,tf,None,B Lymphocyte,None,1,BACH2
65217|ZNF502,0.889280100142672,-0.0509614259964074,Homo sapiens,ZNF502,,HEK293,Epithelium,Embryonic Kidney,0,ZNF502
77154|ZNF254,0.890073981974629,-0.0505738937730635,Homo sapiens,ZNF254,tf,293T,None,None,1,ZNF254
38837|MSX2,0.890073982077021,-0.0505738937231034,Homo sapiens,MSX2,tf,LoVo,None,Colon,0,MSX2
63212|MTA2,0.891079306769667,-0.0500836416873746,Homo sapiens,MTA2,tf,GM12878,B Lymphocyte,Blood,1,MTA2
77101|ZNF527,0.891210126417302,-0.0500198874506759,Homo sapiens,ZNF527,tf,293T,None,None,0,ZNF527
43095|CDK8,0.891521259048942,-0.0498682962602873,Homo sapiens,CDK8,tf,MM1.S,B Lymphocyte,Blood,1,CDK8
77047|ZNF75D,0.891978804362149,-0.0496454654197589,Homo sapiens,ZNF75D,tf,293T,None,None,1,ZNF75D
38722|DLX4,0.892030291561236,-0.0496203976031102,Homo sapiens,DLX4,tf,LoVo,None,Colon,0,DLX4
5563|CARM1,0.892078058873203,-0.0495971421993647,Homo sapiens,CARM1,cr,H3396,Epithelium,Mammary Gland,0,CARM1
45889|BDP1,0.89218003659179,-0.0495474987530265,Homo sapiens,BDP1,tf,K562,Erythroblast,Bone Marrow,1,BDP1
50993|MLLT3,0.892197932078134,-0.0495387876939271,Homo sapiens,MLLT3,not sure,None,Hematopoietic stem and progenitor cell,Cord blood,0,MLLT3
65136|ZNF184,0.89227947299463,-0.049499097900145,Homo sapiens,ZNF184,,HEK293,Epithelium,Embryonic Kidney,0,ZNF184
74427|ZSCAN5A,0.892393151066476,-0.0494437714960557,Homo sapiens,ZSCAN5A,,BeWo,None,None,0,ZSCAN5A
65201|ZNF30,0.892482866780453,-0.0494001123968649,Homo sapiens,ZNF30,,HEK293,Epithelium,Embryonic Kidney,1,ZNF30
77099|ZNF530,0.892751077717009,-0.0492696168604481,Homo sapiens,ZNF530,tf,293T,None,None,1,ZNF530
38844|NFKB2,0.89320355179804,-0.0490495586377441,Homo sapiens,NFKB2,tf,LoVo,None,Colon,0,NFKB2
76837|GCSAM,0.893236851692243,-0.0490333678258099,Homo sapiens,GCSAM,other,HeLa,Epithelium,Cervix,1,GCSAM
77121|ZNF440,0.893319554937809,-0.0489931591169474,Homo sapiens,ZNF440,tf,293T,None,None,1,ZNF440
63132|PBX2,0.89375832550767,-0.0487798996465837,Homo sapiens,PBX2,tf,K562,Erythroblast,Bone Marrow,1,PBX2
77180|ZNF100,0.893830525685173,-0.0487448175988542,Homo sapiens,ZNF100,other,293T,None,None,1,ZNF100
38668|PATZ1,0.89391453238392,-0.0487040023320793,Homo sapiens,PATZ1,tf,LoVo,None,Colon,0,PATZ1
47085|EPAS1,0.894227269903288,-0.0485520902408157,Homo sapiens,EPAS1,tf,None,Macrophage,None,0,EPAS1
62880|SMARCE1,0.89482426583456,-0.0482622472227535,Homo sapiens,SMARCE1,,K562,Erythroblast,Bone Marrow,1,SMARCE1
38787|TBX3,0.894887754437144,-0.0482314347239097,Homo sapiens,TBX3,tf,LoVo,None,Colon,0,TBX3
38675|ZZZ3,0.894897191351283,-0.0482268549561043,Homo sapiens,ZZZ3,predicted transcription factor,LoVo,None,Colon,0,ZZZ3
77053|ZNF730,0.895133327301592,-0.0481122730652096,Homo sapiens,ZNF730,other,293T,None,None,1,ZNF730
68780|TOP1,0.896337322629931,-0.0475285195930767,Homo sapiens,TOP1,not sure,HCT-116,Colon cancer cell,Colon,1,TOP1
64950|SNRNP70,0.896394552528761,-0.0475007913760306,Homo sapiens,SNRNP70,,HepG2,Epithelium,Liver,0,SNRNP70
48181|EBF1,0.896693396592645,-0.0473560284499735,Homo sapiens,EBF1,tf,None,Adipocyte,Adipose,0,EBF1
64875|IRF9,0.896822876914125,-0.0472933219219512,Homo sapiens,IRF9,tf,K562,Erythroblast,Bone Marrow,1,IRF9
49616|RARA,0.897223484251828,-0.0470993675595313,Homo sapiens,RARA,tf,MCF-7,Epithelium,Breast,1,RARA
68233|POU2F1,0.897612763063071,-0.0469109808556761,Homo sapiens,POU2F1,tf,VCaP,Epithelium,Prostate,1,POU2F1
65194|ZNF331,0.898110412747552,-0.0466702683445995,Homo sapiens,ZNF331,,HEK293,Epithelium,Embryonic Kidney,1,ZNF331
38841|CREB3,0.898264160888094,-0.0465959275359692,Homo sapiens,CREB3,tf,LoVo,None,Colon,1,CREB3
65113|ZNF140,0.898479228966673,-0.046491958454203,Homo sapiens,ZNF140,,HEK293,Epithelium,Embryonic Kidney,1,ZNF140
65099|ZFP42,0.899020717180629,-0.0462303001982967,Homo sapiens,ZFP42,tf,HEK293,Epithelium,Embryonic Kidney,0,ZFP42
54631|NCAPG2,0.89914457202326,-0.0461704731344336,Homo sapiens,NCAPG2,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,NCAPG2
77363|ZNF516,0.89969080691973,-0.0459067171382726,Homo sapiens,ZNF516,tf,MCF-7,None,Breast,1,ZNF516
53636|STAT5B,0.900228653353378,-0.045647168030268,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,0,STAT5B
38639|LEF1,0.900233576179201,-0.0456447931333605,Homo sapiens,LEF1,tf,LoVo,None,Colon,0,LEF1
42732|KMT2B,0.900661631674044,-0.0454383378748324,Homo sapiens,KMT2B,cr,LoVo,None,Colon,0,KMT2B
36238|TTF2,0.901383278338618,-0.0450905028355163,Homo sapiens,TTF2,tf,HeLa,Epithelium,Cervix,0,TTF2
35485|TCF7L1,0.902104639505395,-0.0447430836065905,Homo sapiens,TCF7L1,tf,CCRF-CEM,T Lymphocyte,Blood,0,TCF7L1
64828|ZEB1,0.902149821375605,-0.0447213325317352,Homo sapiens,ZEB1,tf,HEK293,Epithelium,Embryonic Kidney,1,ZEB1
58061|ZNF165,0.902328731360415,-0.0446352138917577,Homo sapiens,ZNF165,tf,WHIM12,Epithelium,Breast,0,ZNF165
49544|BRD2,0.902486826181431,-0.0445591288776704,Homo sapiens,BRD2,predicted chromatin regulator,H9,Embryonic Stem Cell,Embryo,0,BRD2
77084|ZNF570,0.902621346854694,-0.0444943996973577,Homo sapiens,ZNF570,tf,293T,None,None,1,ZNF570
73936|ZNF641,0.903081875345575,-0.0442728738295116,Homo sapiens,ZNF641,,293T,None,None,0,ZNF641
62960|H3F3A,0.903520203995348,-0.0440621315528707,Homo sapiens,H3F3A,,MCF-7,Epithelium,Breast,1,H3F3A
76942|SRPK2,0.903856985807826,-0.0439002810157691,Homo sapiens,SRPK2,other,MCF-10A,Epithelium,None,1,SRPK2
73964|ZNF264,0.903865731993379,-0.0438960785790947,Homo sapiens,ZNF264,,293T,None,None,0,ZNF264
64174|ZNF580,0.903908962389489,-0.0438753074923624,Homo sapiens,ZNF580,,HEK293,Epithelium,Embryonic Kidney,1,ZNF580
76966|CNOT3,0.904110236043865,-0.0437786137870246,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,0,CNOT3
38656|MSX1,0.904394551756964,-0.0436420625905143,Homo sapiens,MSX1,tf,LoVo,None,Colon,0,MSX1
58467|ARID2,0.904407109455241,-0.0436360323670973,Homo sapiens,ARID2,predicted transcription factor,HepG2,Epithelium,Liver,0,ARID2
77123|ZNF433,0.904457837556868,-0.0436116735174703,Homo sapiens,ZNF433,tf,293T,None,None,1,ZNF433
35874|BRD3,0.907017734631251,-0.0423842212340694,Homo sapiens,BRD3,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BRD3
62587|MCM7,0.907465401174882,-0.0421699242701135,Homo sapiens,MCM7,,K562,Erythroblast,Bone Marrow,1,MCM7
38081|SSRP1,0.907811653819598,-0.0420042464036361,Homo sapiens,SSRP1,cr,HT1080,None,Connective Tissue,1,SSRP1
55293|WWTR1,0.907984228950904,-0.0419216948038922,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
42887|ZNF280D,0.908016321103762,-0.041906345199621,Homo sapiens,ZNF280D,predicted transcription factor,LoVo,None,Colon,0,ZNF280D
73981|PRDM9,0.90822184299674,-0.0418080574021545,Homo sapiens,PRDM9,predicted transcription factor,293T,None,None,0,PRDM9
76667|PAX8,0.90826192068713,-0.0417888934325836,Homo sapiens,PAX8,tf,FT194,None,Fallopian tube secretory,0,PAX8
77233|FOXR2,0.908429166111338,-0.0417089307294144,Homo sapiens,FOXR2,tf,MDA-MB-468,None,Breast,0,FOXR2
38709|GLIS3,0.908504199574491,-0.0416730608184537,Homo sapiens,GLIS3,tf,LoVo,None,Colon,0,GLIS3
68020|KDM2B,0.909075252875155,-0.0414001645715505,Homo sapiens,KDM2B,cr,K562,Leukemia Cell,None,1,KDM2B
42796|PBX1,0.909557346046263,-0.0411699142076187,Homo sapiens,PBX1,tf,LoVo,None,Colon,0,PBX1
76941|SRPK1,0.909738422302276,-0.0410834627131252,Homo sapiens,SRPK1,other,MCF-10A,Epithelium,None,1,SRPK1
77125|ZNF431,0.91034394674564,-0.0407944912483334,Homo sapiens,ZNF431,tf,293T,None,None,0,ZNF431
77191|ZFP14,0.910760418914208,-0.040595851816965,Homo sapiens,ZFP14,tf,293T,None,None,1,ZFP14
38680|JDP2,0.910808229098726,-0.0405730542140939,Homo sapiens,JDP2,tf,LoVo,None,Colon,0,JDP2
65107|ZNF418,0.911082252046515,-0.0404424133701263,Homo sapiens,ZNF418,,HEK293,Epithelium,Embryonic Kidney,1,ZNF418
77144|ZNF287,0.911498026401569,-0.040244267353312,Homo sapiens,ZNF287,tf,293T,None,None,1,ZNF287
73975|ZNF12,0.911531779407658,-0.0402281856148271,Homo sapiens,ZNF12,predicted transcription factor,293T,None,None,1,ZNF12
8814|KDM5B,0.911748560158021,-0.0401249138556072,Homo sapiens,KDM5B,cr,H1,Embryonic Stem Cell,Embryo,0,KDM5B
38641|ATF5,0.91189726943597,-0.0400540847308766,Homo sapiens,ATF5,tf,LoVo,None,Colon,0,ATF5
38849|MEIS2,0.911948025362865,-0.0400299127037394,Homo sapiens,MEIS2,tf,LoVo,None,Colon,0,MEIS2
38803|XBP1,0.911968323311707,-0.0400202463753654,Homo sapiens,XBP1,tf,LoVo,None,Colon,0,XBP1
63225|HNF4G,0.9124656914167,-0.0397834559767205,Homo sapiens,HNF4G,predicted transcription factor,None,None,Liver,1,HNF4G
37389|TCF12,0.912964449873821,-0.0395461332260758,Homo sapiens,TCF12,tf,Jurkat E6-1,T Lymphocyte,Blood,1,TCF12
8396|NR1H2,0.913152424655765,-0.039456723383845,Homo sapiens,NR1H2,tf,THP-1,Monocyte,Blood,0,NR1H2
57112|EPO,0.913157536173253,-0.039454292357473,Homo sapiens,EPO,not sure,RL95-2,None,Uterus,1,EPO
77031|ZNF799,0.91351368638109,-0.0392849416061799,Homo sapiens,ZNF799,tf,293T,None,None,1,ZNF799
5777|E2F7,0.913726095242184,-0.0391839718291166,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0,E2F7
38865|E2F2,0.913801940046173,-0.0391479242509277,Homo sapiens,E2F2,tf,LoVo,None,Colon,1,E2F2
