,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
67858|TET2,0.000000000000000000000000013348379932778027855832900671818094020868541204312563817226098279208905062672345340334323589176429291837195125544922559752016651025372363486150749243322121056092755501592716472814179680068774845816032,Homo sapiens,TET2,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET2
75139|RELA,0.000000000000000000000000021639647858956724159371022465752324937549665396845455077431503189129636634113814310046291868449066998515750852327061248905873793527729723621674282854793845296232591712534290284440227265248703894964559,Homo sapiens,RELA,tf,Huh7,Epithelium,Liver,1,RELA
38488|RBL2,0.000000000000000000000000022022260965981403975471975563639067388699536521054286972185895743876738187603124165994143754008159683035043556221396551660094074872600490503445718952822338807201307695801798355964565147309327279603771,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
8806|CHD1,0.000000000000000000000000024733461698826406039525117564246957443144860720608792908200978960538256554354805777014687690992494959488559243764130016950426530308595999220637563364701016308501897863582645351547736233654281120552041,Homo sapiens,CHD1,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,1,CHD1
71322|RAD21,0.000000000000000000000000024736319817219956892500191818759763937433930691273673142503119339757167336286536333629564534541055747780927958634254739399074115669027762775877753425003271425934422617491132887610336542558494135166033,Homo sapiens,RAD21,not sure,HCT-116,Colon cancer cell,Colon,1,RAD21
68379|DUX4,0.000000000000000000000000038057085441598392876685300920066412780712929518804461766897410264586280082932937134577697617619457088440186119348617189352245684001913577535668596043539312605086325602359282433160195125187309811520228,Homo sapiens,DUX4,other,LHCN-M2,Myoblast,Skeletal Muscle,1,DUX4
46329|SIN3A,0.000000000000000000000000047604216282284414987420697523842785393856910483837609624529331579319580671663380809849473872982327644024386481172275677990993751803118563838576406352766858076392711309155407092257564025226866756242538,Homo sapiens,SIN3A,tf,PANC-1,None,Pancreas,1,SIN3A
45390|KDM5B,0.000000000000000000000000058148530109930444677912891246527286980512008421725639407361641220002629155308992887616196944763815347279755043589659600726722799319706916570600914856453351400594338767836903669034742310962199866202936,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
46195|TAF7,0.000000000000000000000000060341852457617367030389011277534001533936243437058136529073740189366867870721722595727712073098837511696088493543345443837064636988876787521260644551569366818868150410494113922480142522855752766441626,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
48632|IRF4,0.000000000000000000000000070013904745827243489715880030499070606958892041832967092042362446365930062418672127913855406266018028723091679623012633536404570292784160215171681347748936796261221276108178113949961166326762336015113,Homo sapiens,IRF4,predicted transcription factor,H929,B Lymphocyte,Bone Marrow,1,IRF4
77535|TFDP1,0.00000000000000000000000007089380991466802571508786337154658034144184817669732983461952120982800237784126125728472561264468320316148504544344350263080285215006960221621418169655414331279955424370959483067845515235279644534118,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1,TFDP1
76520|BPTF,0.000000000000000000000000082076241209535835102321901837555785947043758950685768861194475331838263752343797881236641946474441936787425694931229983647190060082554091362009033895611021407200051611296987940735636014182670329595119,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
45752|E2F4,0.000000000000000000000000090008755095769687833762545835389428391588693223298831833928181423138648262481778049633750057601194472501821810961895176810284315658835991814059125439748680860531768805298106892122284180279207099490485,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
35528|BCOR,0.00000000000000000000000010558057580759720860705210074763039399883971453567975029846392283031435105548827539394732522445934116934165836949079889579837396337611534638031545205524566955074955290005822570192085798410365375577455,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCOR
65154|ZSCAN22,0.00000000000000000000000011405074796784707436794857645246748144367000883235627670172829189257384424654134902640138837291121883701328288053196168184949696134092234862700653392838900158971574781313514938444818142971419397767421,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
356|CDX2,0.00000000000000000000000012661383672429045622783281799258420454304266875216557681020174468935860561837477673714445442694834520848481427681357219381511296689491764058193738373998974441401901763374311632941596483279413349894586,Homo sapiens,CDX2,tf,Caco-2,Epithelium,Colon,1,CDX2
46240|NFIC,0.00000000000000000000000013089098219242793848264453110279349701399468227317848647798514325807428750494834415356919596579161922191546224957167532069198408256489151346695502978754274481191006667028837991661434882432472952125814,Homo sapiens,NFIC,tf,HepG2,Epithelium,Liver,1,NFIC
41574|BRD1,0.00000000000000000000000013091966079288861427796613371989295760262662068135583145851768230405711281454439574891650743248512258801033852360743774433777237996516749731126750579386630307753597202102773712087808353106647799996735,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
44597|BRD3,0.00000000000000000000000030221352487234964235902396070160149206815372695431202953053226593352117255430020400452920591113101598457971204078153090287650144603307508321404244135608477517072307174964489932772047522821941950930014,Homo sapiens,BRD3,predicted chromatin regulator,VCaP,Epithelium,Prostate,1,BRD3
50894|SPI1,0.00000000000000000000000057241878196899951183618952411886259510549921972068718761705563265681991732085032559219226854911948280511549967974499900829463662540528080292049299984151349297827451266067477409051782090854654739869767,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
48340|SNAI2,0.00000000000000000000000058065727777369537704877787065129696842669390362646082357015679727633238007530109392601835226940681354853236846687892233989049986034110463633099996059629500577492185600115002081513181022603100830872376,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
46052|NR3C1,0.00000000000000000000000078261382813104947208360453251347103536883304209886514154923660052776451537632552374195704510630067596029286676327319583468246065471363743293197556836401655341157309151024601790838731444437384895535275,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
46092|SRF,0.0000000000000000000000010943335982246117731150087835321826190379212317295503244181142068992289879699604179144961129809690847546982996737479947805570202458543729403496288048297890855619663250574216831893922142037859344324739,Homo sapiens,SRF,tf,ECC-1,Epithelium,Endometrium,1,SRF
33707|SOX2,0.0000000000000000000000012404871458131927829384010981203385262593044680294069373367903517612249736078034291206731332409726103654154126570790774039577967372875397287275126525182872724200641565264635502194330632873629366931286,Homo sapiens,SOX2,tf,BJ,Fibroblast,Skin,1,SOX2
8482|KAT7,0.0000000000000000000000015655608133963215728902132420451817727961605748798086483245624464024007648112154369925118973749614991033895943646043143518023528760840475050302688559521413296204887286668447353659871128980294356595637,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
53076|RBP2,0.0000000000000000000000018407396194670858266778976108931905890209680502700706058679241759275945083692274737635871531004919771407987386376054705913730934738855627658014344265860562186173597435416811099331588552812029269708429,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
41301|IRF1,0.0000000000000000000000019198166102168854943939315622881212119239143957708115656932216763461094435403072170446817023597698808572539216670365122678529560464522913304259542544645657752537097309311816382097226548911484177150865,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1,IRF1
56463|EHMT2,0.0000000000000000000000019953882804704385948609184938106294450203093225868186604651351091425300807236935238728872579146211347545147287216709974804103134187404550574186545974812801204735677058664700053193095306147808565584317,Homo sapiens,EHMT2,cr,HEK293T,Epithelium,Embryonic Kidney,1,EHMT2
65125|PRDM6,0.0000000000000000000000020742534370078669492401359980265358445186701426521731407071886963392658408093158631657982922163820943254983454878852485439392355022150426759493346513885408469733912183085046680542903066589820424520066,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
44562|EMX1,0.0000000000000000000000027387256450820902327653523221046073440484981949524584137245557456683214665433626534244726779154415496254511192000390988176176281096257592469187919940472320234452517255387508675740903560205220925397087,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
48765|EZH2,0.0000000000000000000000030130292148198930386917815799972597332695878725768129645721198100975802150895116096287806838396785071431414278614036832024335265890404007168124107847898790150596314861831254100477002303052811172226229,Homo sapiens,EZH2,cr,None,Multiple myeloma,None,1,EZH2
74838|JMJD6,0.0000000000000000000000036198677711854773463783670547264975696800393482202105877016458976933841166918025723269153178092034714505946420183680132904905549093584314750353652004777501237815714098866242602075368723448962689848706,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
43104|NOTCH1,0.0000000000000000000000037178172602499628575448490179875185007614163924954000275899021676773681398720818000876450844332707754870438392682567268365312986262070592977306795922262811211259681103308033064933862788822642952791385,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
63756|ZBTB33,0.0000000000000000000000037393699266145342057984609569404217482383348451344847949796159239246943207827623691632690992834687804125791236195353724533786190517459586856234676650477035662458047543823017932049903568379001477103162,Homo sapiens,ZBTB33,tf,None,None,Liver,1,ZBTB33
58808|MAF,0.0000000000000000000000043241827607834578427200057047639948188144375867011588252431262820795986927063859564143837902400252041562100980543655287720957381613807681039260612353329425698816501503609307284982619428825238552955761,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
1374|CEBPA,0.0000000000000000000000061288510961454077367657619099227732268217266447417353609525630996613756469331339970440259497504450968610414684571213701498460559704772280090290976698446012732818606704332995087944352606099815444623927,Homo sapiens,CEBPA,tf,HepG2,Epithelium,Liver,1,CEBPA
63410|CBX5,0.0000000000000000000000061297253215062355364340560643706950042190345567144165901337060216703779334467005711705491280032830121085458464296543769270021509402608486829350558305925230323100755510998076571490679529623605971823087,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
8800|SAP30,0.000000000000000000000007148642380894486863386036914766482366814748536580708186930547415527161374711864293957239513205142723339914670089665817561668369885090112524301885826725014787558253080035227091342508696013993499333272,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
46243|FOSL2,0.000000000000000000000010504652256631630408542189560660019453918811416986223376977179973530268236046329959047796070058721421836095388859614537153423585843042633135582644767677969111720061824460608260116400813052653194016315,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1,FOSL2
48824|MBD2,0.000000000000000000000011024148480072636941046750894955276376743356668512432851052351820272236559447084699416256871175207640845763956368762391371583962893583433632899119942784093498026399693800924346584986685283117224689599,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
49669|PROX1,0.000000000000000000000014885675027490673906751273441343239301663967780913414322732224637815037578582950027325226424546155850796228988031388969534996004388138216219097668151589717649889261868260988030382482847000279005772057,Homo sapiens,PROX1,tf,SW480,None,Colon,1,PROX1
5194|HMGN1,0.000000000000000000000017647732504573709588860108641985402853260617615538466241272363840535719601223202209442845645988059006740937261774914120473456226519967064450950942805450465792267711354681232267877650066459953323949768,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
8563|GPS2,0.000000000000000000000020037240805733243488891841281329549245467866650573924762350426552560555925937047230105669446456973378596937202991168638180655596452179732097010797855996230756342180405582499195182371457300111768300365,Homo sapiens,GPS2,not sure,HEK293T,Epithelium,Embryonic Kidney,1,GPS2
77519|H3K18me1,0.000000000000000000000026287747433041628064445205159469392355799511633179152775102167920770236264667726327647107853249497284554488141655928999704460797242806616390637327147682296759141611795601160659183609655293633244848578,Homo sapiens,H3K18me1,,U2OS,None,Bone,1,H3K18me1
46245|ZEB1,0.000000000000000000000028570283868566755056463927977985804792338672510765094550043261755387472376461405838119842961902532354873340315304043456579784462739390814610369826254835400773020219723194979844465049701176849730631686,Homo sapiens,ZEB1,tf,HepG2,Epithelium,Liver,1,ZEB1
8810|HDAC2,0.000000000000000000000052522700010763026662341800037418688544834209179371093590733661782314965161654224416225758297302274080116086711013783817409464567258852290629405311063227630485644532590493778895887047062383836855741476,Homo sapiens,HDAC2,cr,H1,Embryonic Stem Cell,Embryo,1,HDAC2
43105|RBPJ,0.000000000000000000000054341150306373379851612839247828583415426082160365020613050512422067103264841899274653777885068239162256715003538726770195048712485554720253833268751139831575123625018690653394593147807350174996282612,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
63972|RUNX1,0.000000000000000000000060876723441793758245504537469146731718609985062494512154878299141588668111168043539119556399721599081499647197330179771670177428362643695400355088618331005086347477416865583880841586277330252238078467,Homo sapiens,RUNX1,tf,K562,Erythroblast,Bone Marrow,1,RUNX1
38724|GMEB2,0.000000000000000000000062543233953455251212697604832874548628752330153757350924528853665331216127778440197650405906738765716299058143481867233061498210355297936835123564842563751225720733053851512100151229388381543053068256,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
5570|POLR2M,0.000000000000000000000065599247075502517357612862072333565504212959811082958052910010661581835692707211853645723231129707961440940288337432153490789651409623523695801204572733862618696907340438238052973043160864284153486932,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
44596|BRD2,0.000000000000000000000074910627597808634234578689220859944502033960125204244994699658938586286081440993347877259322398951449789845170398239112249789524065670177726003058685466218345552930834486037168183855692139938046009145,Homo sapiens,BRD2,predicted chromatin regulator,VCaP,Epithelium,Prostate,1,BRD2
9509|TFAP2C,0.00000000000000000000008268217532780066800604098284964978313523491599978953549519395520647857283858403643721699467263230139473499919201742681326184326735967743732081364548488354158130883797275884955064162148352592905687368,Homo sapiens,TFAP2C,predicted transcription factor,MDA-MB-453,Epithelium,Mammary Gland,1,TFAP2C
45878|GTF2F1,0.000000000000000000000092520617813510853856390518168574948444112079520244248288680190546902675548028506102096353081642101770129505745708100066473875325555299695470441679058554851964200906866626699457385827479486537787085102,Homo sapiens,GTF2F1,tf,K562,Erythroblast,Bone Marrow,1,GTF2F1
42722|HOXA6,0.00000000000000000000009401617944425932289233574370334561669272755915235531676317747059208280259640529190354336148433292494327747734961315525635119536931087174521909842705886676972908320729154436661709796762869406502833348,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
64546|HNF1A,0.00000000000000000000011480421106041522731092141726192502342507580723906139921536203033988025409317180542808916526681520107521173516808979171250581377664701140032120669631541581148811457593876568658386247905509548929066886,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
63105|ATF1,0.00000000000000000000014264755163646455375641148396244319966576619062237613117960830103540276261166489394694590537059003936548654283525496658306368966092937735743242016915860230195688406648834279082044581986314180477070703,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
72426|ORC2,0.00000000000000000000021761195890242219333490239049408885140101214271922934624645385231211398995877613941883891102350108296705768216725882358483616424790618177167447999495492220909441208457536709945308977811561749792354848,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,1,ORC2
1082|SMAD2/3,0.00000000000000000000022221856528794237981802543832589355929050628379699224365282444182010993232287237548802704898856471150920032616818801073172834199433234220588626643219744676325303653940736191135951279345216765253866993,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
42212|STAT3,0.00000000000000000000023771435120008271116047224237629845370309989172746858731049532170722435488720908138442499829524626905734324018735353803254788433118768053851901763268196591093282568798294794322873085695888228057405689,Homo sapiens,STAT3,tf,OCI-Ly10,B Lymphocyte,Bone Marrow,1,STAT3
48576|KDM6B,0.00000000000000000000057446572582843938488592456054745924745452781331568121126554100286556280694023916232872319885386123330177495196581036201918714863112072307940587343301530803742214864900010484252184645116713291783570684,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
76995|GLI2,0.00000000000000000000078931650985357131473697959108116444969668908673975631834621089420414456035242200227657413178210493402355485276189998084454257842964884720739747139012597003437205052378291239440844399449203965450481683,Homo sapiens,GLI2,tf,THP-1,None,None,1,GLI2
38704|HINFP,0.00000000000000000000082720859189099604040114717308689947070674505568357211010101633201463631557066837328244892064648696463906552956871019550796460739556336490018210059180116607677504848082966042210495552896472009356858218,Homo sapiens,HINFP,tf,LoVo,None,Colon,1,HINFP
62964|EED,0.0000000000000000000013611481079461470671941270202408603745273065762899665039412973115104335666269909311027651821430739379377538755364881332824839306156587584609113941027170919174832902805383329739238360675141742468255801,Homo sapiens,EED,cr,GM12878,B Lymphocyte,Blood,1,EED
46323|ELF1,0.0000000000000000000021222666032676255793077553861056035038168970497292062643766961085652205385239193047566741424928720555450597014948462904839334596693077805721598380946904893134806219302291339203581316909337495937391773,Homo sapiens,ELF1,tf,MCF-7,Epithelium,Breast,1,ELF1
64414|HMBOX1,0.0000000000000000000025202940853773950200481824174911012958250992940469687956627103749566724599124973460330818674114674945586624395936722587049932860888891757325584959573469659987736080584738150863696660452798309204339241,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
50152|ARRB1,0.000000000000000000002563493716366996881933376693551053225253647257723938510284278518047423462667010063976415475826423039206021406035857752899414068776948364586686832383140464447483469442662356594395926413699276347920503,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
70178|DNMT3B,0.0000000000000000000030844253977487222049582838646631146162728342970374293782795488944435915535850513732254966010837723347604390406837540123964555587403293083978311373895844537272285519221549691285562457664787699563115479,Homo sapiens,DNMT3B,cr,None,Stem cell,Foreskin,1,DNMT3B
49481|RPE,0.0000000000000000000041805645811373616264100420450060841660617085970623496826523141082202410211125243666321829312286711003336790940044617961716175224990460331634817279391566797168762598792281544325074607633843837302053529,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
38719|DLX1,0.0000000000000000000046444681685604050286610588781403419605721081674231829259209800030593101418724872495595339491077890152149186495785397676245224497751272310681367233996369412856922239555866774632311446757126497750862372,Homo sapiens,DLX1,tf,LoVo,None,Colon,1,DLX1
46340|FOXP2,0.0000000000000000000046645187929030819108620280969500257459488862306081881994172497413175711094970484966435941637902304299069781434619465642456647029013112933478727152444846055947722649493551075053791771195686976484885567,Homo sapiens,FOXP2,tf,SK-N-MC,None,Brain,1,FOXP2
73984|CD34,0.0000000000000000000049835149900428714180519901954968682768243311966271535591068699305333215195893891788614322235143629806856030837393072340805845300715370387978622877292104472689543960280094327279619440977577452157820848,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
63592|TCF7,0.0000000000000000000049926466866969481533628227080874239500119739805242906115914995730566844671290876722639718844026928163913923969089597339553153586937644002393152769928427561411966615039167579284434018491880240711579823,Homo sapiens,TCF7,tf,HepG2,Epithelium,Liver,1,TCF7
45849|MAX,0.0000000000000000000054175561029405093974143676903339891231991023180113643744506207434877847525309556458782606935879853551725967876208883222799065683189875451280818666299827853940150042897118710228268829761058006640179954,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1,MAX
70731|FOXK1,0.0000000000000000000084023035809586634286745630775851401690266403541272290288618707722678152913680929081004990349809018677595296610991075750235524474829751519757525323226576744224503760817149998534783021153402785224464218,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
53330|CPSF3L,0.00000000000000000001042540685905341857826225323358816313532899581365514263991937715953045331905894735118288389650983380494668251619655691411915865729721663440068271854308632956832074002907555913810629172421018892024669,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
64692|CBFB,0.000000000000000000014758964064750712702983970654631949421577733985807237765328128051354843654919340216399509319516720761664055663954636290316844086284493430099158091383900038303760567527300817468934274389956211454299336,Homo sapiens,CBFB,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,CBFB
45823|RFX5,0.000000000000000000019540212179316540210660108026101190082778952835378188617150366732028096779089190277477890935807132932066317375936061440391716606602849615298319721050512224837421751400891955363120652516201156240443536,Homo sapiens,RFX5,tf,HepG2,Epithelium,Liver,1,RFX5
46116|PAX5,0.000000000000000000021135388095985464973227748903554906664671656911926420716350796903060702459916817773297029294214118539638768455025864937760969148606776434408212656852636702204247802082111253877631221593541805590382181,Homo sapiens,PAX5,tf,GM12878,B Lymphocyte,Blood,1,PAX5
74052|NKX2-1,0.000000000000000000029180025701174023531411365030983737288707417886059877021998895553432204271085797751769715018324897392975456351039252792098997501344959638934209966086480321647392532257010665234852972370837276823978191,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
35854|CTCF,0.000000000000000000036367652671598783528679849140645635016688912141209963583504083976468611780330209470757721231305067727395166288085633836461208693230670041086038163199250781495418431918876686651777484837413222910505088,Homo sapiens,CTCF,tf,GM12891,Lymphoblastoid,Blood,1,CTCF
1085|SMAD3,0.000000000000000000043250609674017010912011004375542678523832284722740175521595199543783024979277679308056672440065052342268767958703412515570225571690157830467385732987354962511994140208633249818907135996270936785399189,Homo sapiens,SMAD3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD3
77331|SP140,0.000000000000000000049253163929850233196398948048768087698436837436053874662428222024549031644453797659049477150920687244334740948523654598441777021361001472622333909902705674371819534779602102651973588412822280766882583,Homo sapiens,SP140,tf,None,Macrophage,None,1,SP140
42800|STAT2,0.000000000000000000053407007824546535189264186523575481892663440647566661930405062516587735451128161290453400918449189672299469329756720955134116182944056499115975831076027877623017271001453736653703147492263138706143926,Homo sapiens,STAT2,predicted transcription factor,LoVo,None,Colon,1,STAT2
50077|ZFX,0.000000000000000000072587174643422776807261720774478878734650504807620985090588892299624057594494662228125629567150437336377525431635928547787032808880041958489671876956893749772867963462235990298141282461954327874421116,Homo sapiens,ZFX,predicted transcription factor,Daoy,Polygonal,Cerebellum,1,ZFX
33988|TET3,0.000000000000000000075977683579997109609246153096426343962923550966276946467504698222170761703555044300795856804844305272776318486660842110401314093653750981784415329202168674008137704974741994485661164254332502021955704,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET3
74345|OTX2,0.000000000000000000076374340192091040169941423440673924239995818294505352791973237421313448816018253463325437873772884026736968951711732211868272302749134154160514777241641443535197365727033281687223959997234173628111151,Homo sapiens,OTX2,tf,D283 Med,None,None,1,OTX2
35298|ERG,0.000000000000000000080888619908536390247108092437480865915417594598116495607657616473257329510294206365892664683047751938455904701307931501665980791102166246658105608989548676718745207431293505434814659591630921836116312,Homo sapiens,ERG,other,SKNO-1,Myeloblast,Bone Marrow,1,ERG
7341|HEY1,0.000000000000000000094426129944604898551286734647755826231166508817452236431415158252906876438646635535518047099900089209244504122544107892459034891876259352206292638485127127425379646266159919832006856497139856901741914,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
44876|5HMC,0.00000000000000000011394221128893274480666773806658906871013970926457296951244908574680105038799787130950628534712601685321559717684860319361009096675947128288104517216637371383890582872270995119512274559016500242767721,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
9317|SMC1A,0.00000000000000000013108231697453316670887541380591217162215244644576058883965082582349092850687949569248112759040459703929673741856795199638994232083490337456917186758500788509781095916095164764066327725125636881167558,Homo sapiens,SMC1A,predicted chromatin regulator,BCBL1,B cell lymphoma,None,1,SMC1A
63156|GABP,0.00000000000000000013873672387917175709433541006825886234590300795237891023914718446890016538219563042843411493682327133253955116535469814176347328804902328014323210041290033316338860430819787904222017551843741919374591,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
50020|SCML2,0.00000000000000000013917079118309523513667824415867719312532522744399027586864594815809178184578285348472700788126243862165316087927145725065039369066690421270804557472476659185819928991058828882869789888047684375740775,Homo sapiens,SCML2,tf,K562,Erythroblast,Bone Marrow,1,SCML2
1447|HNF4A,0.0000000000000000001405811338031458773313917231547289313439610811337192348419586737956477184732882238139618243769657866609014509673092213457761930898620151776436146279940371573006470152384528104174657950655353394333936,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
64760|POLR2AphosphoS5,0.00000000000000000017229119485900351352634823883616733826609568190990791479116718728418123627914587421806224523890579583851350942803431416862743222321863716034397397344138027619275351547117345894267818563277666280062095,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
70928|RBBP4,0.00000000000000000023609975066251003303230256488968345324776214364332075644092151289687223366000648212433360063783783493423606883638161092940575763321041936541397285565533845226894908102359876402130835651719979616045983,Homo sapiens,RBBP4,cr,T98G,Glioblastoma cell,None,1,RBBP4
58805|MYB,0.00000000000000000025806086905940131900274470405492587440497047429528799905382288970007246376478768511100416549910538325462806705295728964986764254282470193101148485488179286572437961336303414428132651739200253710329122,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
70804|TCF7L1,0.0000000000000000002588106016394311265845053401764755351505105954884072485187013850703810017603634563942085928002424727142488293184339556724471391486135388135356279603066255035554141720677536232932691354312708199543734,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
45810|MXI1,0.00000000000000000036617809156962772375041794181894882051990557004584161445318729846206830045612193741227850034020251907232891641714857968139888128877572569379598223461926380160527653415317274251394257870611790496510525,Homo sapiens,MXI1,tf,HepG2,Epithelium,Liver,1,MXI1
48755|CBX8,0.00000000000000000057038137092550974206491112900585639299314051904397267602393764673297699446307465485316810942438351130569467800759180296216987746952921787428968788436454163054637726323163004760309694624398508955427712,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
55517|ATF4,0.00000000000000000066398176103137377731363260880987911452819375419669965614200674810206132659054244215311711553770022524229819518888417358925815908183998434438696474655418307138005653041175881555618857000532467108251805,Homo sapiens,ATF4,tf,HAP-1,None,None,1,ATF4
51333|ASH2L,0.00000000000000000079988928076616297987474675435285221746739289470588759138077023252265686240464770940922182272437071882790583938341833464818071065643918625280341525324465163853241880358056341239978985001154075710952145,Homo sapiens,ASH2L,cr,VCaP,Epithelium,Prostate,1,ASH2L
43684|KDM4C,0.00000000000000000088517709645940641914017822564919120975415911024903844688241782622065166509543019147557047882206618175985425750375931942741332995810022463080064641244232385312500996460690004797053444727193851495133851,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
38585|TAF3,0.00000000000000000089375428573325978073371538329601358438544999408690145091124192412803463792454164086126927099018887799046034950707752730687727662953877780081772514939364643170341644150393948157409023915452429774306737,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
62975|ATF3,0.0000000000000000009339621748163363947701766557282038377258705115977365331045147775168318105943997080466144173420009687502723010570276393882421378636088828569796543804385007110463781350729344876352899097590829902409348,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1,ATF3
49002|ELL2,0.0000000000000000013339628462102826928879615001897459273405382576395910339198120565017186763369385655692973235278566472090763057145600968247788154117971002366700814475010904640469345563566024723409009553609227946873079,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
49448|EGLN2,0.0000000000000000016763163554180708785346818710103500942060217496363580266671461761480278273494053326024052836923646075735619395039571338486972592723876540635515831334092953788298907385545360154416296254971916739897199,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
49493|CDK7,0.0000000000000000017500310333685289697666114143955642322028889805776132847651646451191856325217240159990303709648983267542991726423598297795014623000969574813645453183262484549046071343182811092080375278414389312855591,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
42774|NFYC,0.0000000000000000019729891333679988776317609604649534459656415892262159968813059757862337154411619765190784111449912416490419315616404967364735387345601446675260122802669154824423885507412948077765274536988762147448321,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
69203|TRIM24,0.0000000000000000021159161312605641094116743341629958644187193417646862651151801452540514130483069873207115206425603833657364055143902094388804577280776915721498363947383065902878410442259432145292336890493614976935957,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
46295|ZBTB7A,0.0000000000000000023026112532913866231995357447162537674058118072053036663062904859896755547613706418076676214901848448124050991753059913650960707807402371426546671669289908015788681099526794295681192978209355012351768,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZBTB7A
