,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
5439|FLI1,0.0000000000000000000000000000010051151996200533983442050605012694380558723712445034974847145431577480628314472475782810189486147208451053979050469887293375900665284463947033435175907229301690191100768897788558074324329880681374196,Homo sapiens,FLI1,tf,EWS502,Small Round Tumor Cell,None,1,FLI1
41831|ZBTB17,0.0000000000000000000000000000028284780710878519666517361839898084962831943623747881622575223691159228294265284490599867509475698413292211287987788096147568738549507414877591242521342017071776683540795155299122663552228829381797568,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
70816|SP1,0.0000000000000000000000000000038344668515170253552081817834238293960554493936609164627005913506300088342137056676687246269369745657557838972137585738123768370460277971568941295118656341273694915014131792507502782929561445862411174,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
64772|SUPT5H,0.0000000000000000000000000000041311922252980671240948294441145767332719309550784100813907234387597224741255167034072318620769187138007331071729462613063277656974147001839508991950707901740681862898965829978428432029558653538300347,Homo sapiens,SUPT5H,tf,K562,Erythroblast,Bone Marrow,1,SUPT5H
73297|LARP7,0.0000000000000000000000000000050838345590770978931001449984806721556112734196088282390589926748534681318036397258087170786747534515454008245645984488044336081632888129146875696564578756648815543790624523569154475717525345724579429,Homo sapiens,LARP7,predicted transcription factor,HeLa,Epithelium,Cervix,1,LARP7
70133|KDM2B,0.000000000000000000000000000005368010245048653139136900216163209023454070627707289151848489377716620517833559851944756190653259482606636289055104689853392197041137937360120263447647188415651416828808122307245021238051121997177412,Homo sapiens,KDM2B,cr,OCI-Ly1,B cell lymphoma,Bone Marrow,1,KDM2B
72855|TRAF7,0.0000000000000000000000000000068401431087884369026926725512785566335291655866105115993354388305969712268243842537499916538317731472618136424486368361189238771858360331553206300397493636607767335070124995443643574755256656825654183,Homo sapiens,TRAF7,other,None,None,meningioma,1,TRAF7
56048|CREB1,0.0000000000000000000000000000069391292613277995852017963537744746837807144096394558097995086243650022901635121110263683445912702528594873133029865195584875862409732151005165810968247511411839795366834493563209285738789040524348322,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1,CREB1
46243|FOSL2,0.0000000000000000000000000000085670115424664499145331998775977433335088107643858386360861773096031263902470085905291914386612019867803072042600234474631835379280789864634156673411006553119823668540576589558938644635351121678849513,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1,FOSL2
46249|NR2F2,0.000000000000000000000000000011954426689129460128971488196218889469994601509071833530873825277833456772764871788403918446243978359041778393025081872149036444876141550116233560252765459172372838880538565849053417111725846861868036,Homo sapiens,NR2F2,tf,HepG2,Epithelium,Liver,1,NR2F2
74681|SMAD4,0.000000000000000000000000000014785684829159718784445208705405259173116425629496228720757873334509195688199004039069540836507592196709705687340269718963220474881049098264204534817319124957829121095042088856669778660523101772259571,Homo sapiens,SMAD4,predicted transcription factor,HepG2,Epithelium,Liver,1,SMAD4
46132|EGR1,0.000000000000000000000000000020113019308487242963997448383300550085445735183013192988253997376095184832957309240708156536161742727733363427902642808537620898746163028604845570272580739037993858818270999221973212216038051195753927,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1,EGR1
50894|SPI1,0.000000000000000000000000000021176190808274441015339763892816711958963995390391361127201362777659901845432893263473597990386477793630877599233795546900034151302852212298859036823245823524262957048523782009962303231268324783693134,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1,SPI1
36230|TTF2,0.000000000000000000000000000023457253268959357517358530315385524527172818574660655872418155748880416186024367613096137294172149404370289554822242418482129548602239872802395467908648792818252732220411158573193656108069630639938451,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
46136|GABPA,0.00000000000000000000000000003318574977062358355330703599840444971685304493281193482804372060939924770930042760375008254708157790836255989866694087704545109780020307808173366464521045850453865296934243982252972957320647746104731,Homo sapiens,GABPA,tf,GM12878,B Lymphocyte,Blood,1,GABPA
50107|CHRM2,0.000000000000000000000000000036691804617790554711746235206440898927429106722246966975679670499018080381414117831577466137699950973524750939874012350301037676959209554531785708161326083430322090321089875255888566374823457157387793,Homo sapiens,CHRM2,predicted chromatin regulator,U937,None,Pleura,1,CHRM2
36841|TCF7L2,0.000000000000000000000000000042744237964163052189085241613455842158696226616050583358693132247001601065218769756163423921429973639496292776617489423638273867050764924908003078153243986079287105340014029561545760982775398433105529,Homo sapiens,TCF7L2,tf,MDA-MB-453,Epithelium,Mammary Gland,1,TCF7L2
69872|AFF4,0.000000000000000000000000000068923936440380884287767501624359304791074128152417733860761312486318212495993292204216506894192652233299927154200305562797724136556209630495956317214112094276423813180589948087663461819365364214336069,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
63594|SOX13,0.000000000000000000000000000069661810297177742583715405750248538980830350737794747349880929439924959987179823640237147763592107900607702300162548490167995825113447998549308181894306117807652939779536906645271488381259350480557005,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
3273|GATA1,0.0000000000000000000000000001291868401157757894172876554307866855014979078382773822453611231251566441355056504365843496176332366363171556282742638768320963860308471951251829964184432173210666976753038953879074474343502759325582,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1,GATA1
41490|RNF2,0.00000000000000000000000000021443907554974171061972268714174864187789574949608980908750870465325389807613340858177200796304361587520971442572891765710516153731524374683680426330704246854507252912472113452185998231845773600880288,Homo sapiens,RNF2,predicted transcription factor,DU145,Epithelium,Prostate,1,RNF2
56353|CDK8,0.00000000000000000000000000024368535903146102690996308192692862076491372045798269229338218228902450660779262683505327121771036091267495453472283651427975044149107825729241292772109641720474626047119251033352271126098700996126327,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
5570|POLR2M,0.00000000000000000000000000027254867864951602806535376537574198814119520357262230621151078378679233577404606670128828736763947843450476062806148639229125864235932123290167408248818988521280821590344731445232855482562949053735696,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
76568|UHRF2,0.00000000000000000000000000033754961644838366540117417605537512060939117893176986679562189051050065692047613632540912403036185118147481658028224614211128296565977286461038309677544774383426385759513550031693456956505171184048957,Homo sapiens,UHRF2,other,293T,None,None,1,UHRF2
45801|MAFF,0.00000000000000000000000000035478991047464394078040438350715925258412930465677320655058260821133718762281917795769839236541228992736030230611301727098569855025464382154299779221011081666090410292506898037599214268059945751320331,Homo sapiens,MAFF,tf,HepG2,Epithelium,Liver,1,MAFF
38784|RFX1,0.00000000000000000000000000049967230007776595038413299208636511427248423625801731664939705541707899542794059353104056890189088413238111969600093662032638158095701560213770485755449953793710325589497160315053701971345433758006816,Homo sapiens,RFX1,tf,LoVo,None,Colon,1,RFX1
45878|GTF2F1,0.00000000000000000000000000082438869230155524876834489377615687300659348379009809960870404680388157828923786678735521279407213939721464715741649129648737766493058077658773669967723996022803301301069838379578446626899891946454397,Homo sapiens,GTF2F1,tf,K562,Erythroblast,Bone Marrow,1,GTF2F1
74838|JMJD6,0.00000000000000000000000000088173385295362734649798201197233210795727366864445822153314230567717627073787940548937109604468677856812568623060632990951779445589769460975690424097524601899488047086554483343834738805104417470066181,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
43400|XBP1,0.0000000000000000000000000016336204059017450208734654662853033338139003632451712209786948423486779188506793875032343203719786889897337391837809641073991919186880302117400772754013809737566874550007798226466149172038651589087768,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
76520|BPTF,0.0000000000000000000000000019937638328044986394798562164131475072835490200421088597733458038333166699331800171422976139657557130474496810845282636817410467886916729106062623880584298255969432612761711452468405023233379974897613,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
4929|TAFII,0.0000000000000000000000000021510949163901878197132166396350510600644384013130395856939270323730945037540787410840751347099312395237944884552860468387265832015732090831600623741453445113451410501923645074579555600932133419754388,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,1,TAFII
48824|MBD2,0.0000000000000000000000000026403601571230212823605089584560474712303792907666201352239715229640494806468075942481687559085826099388606483006272256186941771972047235275875305770780179674116540168800529246477761915669952537782786,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
65125|PRDM6,0.0000000000000000000000000028720788584414563052122404869918579792142922304321602606329951911310336411704541280229568650286559809483419834671599474428139696690237397495069008355057541859994218669473954586917831639225228771305735,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
1219|GATAD1,0.0000000000000000000000000037200192874617233083810891029384608044010818981557160734400189289394345041687368616198187462927124368172940571497466560277679914552528428397558229504180726681636571483464474460398386106870574018125963,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
74360|NEUROD1,0.0000000000000000000000000051761259447319162227564022044207576921378283358113599290497583292126331760338514713002834715921751496578718059275692963092666410340858664226272646337248030820818969703438805913460235642526536357985993,Homo sapiens,NEUROD1,tf,D283 Med,None,None,1,NEUROD1
1085|SMAD3,0.0000000000000000000000000088628177361988806167169541024902920362413770761138253290356497592103059388284739223154091581949332179258154151108517872553914878069740082128796720212591183232641885993366822355880802652996436169480067,Homo sapiens,SMAD3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD3
48340|SNAI2,0.000000000000000000000000010958214773571607294685423059080243689245294370007977249032418979683049319285283100059144833368609159435779925841447399672554856556135226257795264912769726959965737391849021305373002449492182714776961,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
44028|BRCA1,0.000000000000000000000000014432446247256794893261928929398647968185807266522254109997731353759013537149095252327967972710666718741757586855200410477832921979298047500106634391309444799721708950284395853428699760117916424136169,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1,BRCA1
43104|NOTCH1,0.000000000000000000000000015444538298138457118383531095797878119645338957686297094929459044777981920330523611529076619781665503724704920550914591114427195399376615223309554813387841402747262050636159788602113544322544225075313,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
63756|ZBTB33,0.00000000000000000000000001758409026079473974123086383835692248125117876955708239281625841103071018176070348282003246057120240171079172153284776601258550651489377463702043538146793373390359310529249922126970936449845775648526,Homo sapiens,ZBTB33,tf,None,None,Liver,1,ZBTB33
44597|BRD3,0.000000000000000000000000020188855759617900471335399809821337344747960685851972879981096184929705663598645358649196987054904783748080082937417005267833322522298615876753309674636549940393693893129707407477528070620890854629753,Homo sapiens,BRD3,predicted chromatin regulator,VCaP,Epithelium,Prostate,1,BRD3
65056|TGIF2,0.000000000000000000000000024233487825062472861999465034497506764565924287462041071947672736965645422210294559506132625625876859517584040921849166849673016030894401001430258855478519262885775617757893694633744084245358113386462,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
64546|HNF1A,0.000000000000000000000000027326992014269490513092135200304586285534425973861542825443006356902916311822070697136312334595616681814912180124638618089252745542354759518029801023789969255280664504835956732784289108728341149714965,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
74686|KLF10,0.000000000000000000000000035477106681777750323616447305550645284717129242277868124559146829362489344132673198964264302471410715316139848142832183952806464716949598903488972887301491626972611737504694641488589704057427174108213,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1,KLF10
8806|CHD1,0.000000000000000000000000046802935565493499705096057923056792975613791817979204339136473067667161432069318276638449608722808464561998231890259016262404820303120988687603130661160481379487375234896003250587399032630520942067667,Homo sapiens,CHD1,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,1,CHD1
45390|KDM5B,0.000000000000000000000000055620458656902596347465952693591658153434804774589624719105198160739734179594758060057990657458647576576917735268230159314574997863685565825361800198674846446827848034522720917322114691889553824962008,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
68632|KMT2D,0.00000000000000000000000005879229694395351082962795901855841502368312016258890415356856957791840361580328202416698016474096199289172192547987261525087282004199481789498664376316764254013769173311206024452919860027291025562718,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
74202|BRD2,0.000000000000000000000000064090873393175866435065250764169119601567588157215577064248288309130757120252268006694935341896152273239908937476269060978541132182319588313567203407529874185250924878044016985788545406589745350252385,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
58808|MAF,0.000000000000000000000000064374368699520062322720245790455973490122320358673473905703542985700714900131718418441162796890114655682873566243505522996842351132516697461716510600150040509181837515503245349015415711251118550120319,Homo sapiens,MAF,tf,None,Th1,None,1,MAF
63684|ATF3,0.000000000000000000000000073933086973607408911845582119806066738305391008972316563423055047637827124079276040752021812848265277556574288567885679100917573943670785792035283033617309822286388303059910506636597843559237750339182,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1,ATF3
75840|MYCN,0.000000000000000000000000081787886289930912125481612709618227815302070395801833233132362980276422839880687252027409320371853604366498676189886642378576562508184172606896772211478393631065375522419416924920897123536328318294161,Homo sapiens,MYCN,tf,Rh4,rhabdomyosarcoma,None,1,MYCN
45797|MAX,0.00000000000000000000000013177284544877793530285449113697528568716760885384025298055956411071317109536646185089595853943904631619391068377260703349687423917281161495323937729378127491358686135483159142213466516701965904510817,Homo sapiens,MAX,tf,HepG2,Epithelium,Liver,1,MAX
69558|PSIP1,0.00000000000000000000000018042752136467901388115072891863617254328517584996751349704977463904678012668192922030060802524017190474540403872406092403005945847636536992197392005559126093359431519940627205696983693204064295971765,Homo sapiens,PSIP1,predicted transcription factor,MV4-11,Leukemia Cell,None,1,PSIP1
42708|ATF2,0.00000000000000000000000020224332751700830139673669333690975615066572486954064962366557002448024150359111332541596118296808966094396940485660124728697508712689731896615892416922455142067106488629237039202510997094004578686868,Homo sapiens,ATF2,predicted transcription factor,LoVo,None,Colon,1,ATF2
37354|JUN,0.00000000000000000000000024437270759029416708215466181723166706730411897206503868423357864522348727834234985642836464269835691829704775417892157858791674835969933242697564717339534457562822428901212845973692859207248881630656,Homo sapiens,JUN,tf,A549,Epithelium,Lung,1,JUN
46329|SIN3A,0.00000000000000000000000029235990695057813841841519325171091312644016970060193694492891998976820457284524060161201546123964513897017107196303785828910690693168955500733445931255752332922165333024255430842014413089538740081757,Homo sapiens,SIN3A,tf,PANC-1,None,Pancreas,1,SIN3A
69220|SLC22A2,0.00000000000000000000000040207624241624744441614217161053014869102305078352920081738593983957473625617380067418398348418706469589345396457763818632439206332849794054649677604062917740879283817877477965749732540191631001793952,Homo sapiens,SLC22A2,not sure,HBL1,B cell lymphoma,None,1,SLC22A2
65154|ZSCAN22,0.00000000000000000000000067471183471919408028495854954943338250223469579527330394665490242533826073347974194378550630397518523106170611647395898337071534842358557622657216484114142202626348247381753155467042185862831643931623,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
49481|RPE,0.00000000000000000000000073069476585916970071090817664878636156983295733747644579994537251479559810814083567140107586264317741341494940763377589306328308592577188036224349416637564750246542822271068210776391342956914679604797,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
38724|GMEB2,0.00000000000000000000000093334538596669088957794223941025535480110945526274295270381525984202841827530427992665610025024890886035011052706755959982363230392311782416640624764836734561912019906097101656474691871092730004907287,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
76469|PHF2,0.00000000000000000000000096182616847020147011106407963093927934724401244630737965188636524446041198559120930461753043818552797222072752107387063158067783932880319589276356349610808112739004760285448965730464266320269427757384,Homo sapiens,PHF2,tf,None,Mesenchymal Cell,None,1,PHF2
45776|E2F6,0.0000000000000000000000010618170062837890484392355885905590336381640210592279771016964561628009669184355753743488480654326858523798015446690321911274451971347908157536114490260941497078952176408524597877225840118793596694393,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
72552|TRIM28,0.000000000000000000000001092052980437620664263893998711845617043457712407048494210014070472492571323043024395570439145240650960771372740707747699669838251776704076512548638120931247660109645729031207770543893548538127181509,Homo sapiens,TRIM28,cr,None,Neural Progenitor Cell,None,1,TRIM28
69874|RELA,0.0000000000000000000000014849395800651912647145947268016733336642376293625285315636576891777630292011407125755876367578137676893442537599951826281868287241758022891730035856704519108970711011015187389560513249983582493024091,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
8563|GPS2,0.0000000000000000000000018061432067135987413712547437065650340132878208403688496899477983166538464129234474996628705024894101922948611193575388423124393555142907177552008071396163697645503242733799735011627987512450740424197,Homo sapiens,GPS2,not sure,HEK293T,Epithelium,Embryonic Kidney,1,GPS2
76995|GLI2,0.0000000000000000000000020659050601652672313731903585228497039927959135010303876359686505439206114670231913296139057413513575185039663778820032078165155489239284516310447681469365273266924201923543642173446294362409502866682,Homo sapiens,GLI2,tf,THP-1,None,None,1,GLI2
70178|DNMT3B,0.0000000000000000000000023063012379526395771910026934002096259018171149212701797644273815914637233070601599756268699037275329356283417878577068546673435994553338170051506537303316470249754678440086247596304379720399995081111,Homo sapiens,DNMT3B,cr,None,Stem cell,Foreskin,1,DNMT3B
63410|CBX5,0.0000000000000000000000024349564516925124710084605559873162578823940426245378662956526741650012816793968895579615272550696490565929360508572901322243720600485985933384380345789411123692293628968426704377382889116531721823365,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
41574|BRD1,0.0000000000000000000000025323790408685862361489546389369602887984579518124377388336172875944525111389024204671433230452117229213965269504042856386193720673776897576681138257778496734543959926540734066668786020980405534795571,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
45806|ARID3A,0.0000000000000000000000032221346412255735836689154192954056136149523471480100099903546188312883785604078743657204174004305580426540273398914507426142466685859787283662471372079591542454273961855270581530506167698954053787169,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
1447|HNF4A,0.0000000000000000000000036883607733087670025000090101676514422182371397433160606655467476108052470878787805882115025054209144581912364475780898342540259195481883050697150053277693504031272324059415670464155805258479733064578,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
38488|RBL2,0.0000000000000000000000037915823350860148512931917994492408897532126768886839968419994763427400757126072348986390762591096094685420032073409314887153852166664204725722939841261526957894056423764047787053284772572139783793585,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
63592|TCF7,0.0000000000000000000000054056907102453180554650080727960280429465833764950967734634284650922237375472273905493109149006002067123875296759556132435992738504147972267139874905128407338655093284149900188391190628090895057629408,Homo sapiens,TCF7,tf,HepG2,Epithelium,Liver,1,TCF7
1082|SMAD2/3,0.0000000000000000000000068757701532698663841504809438129823933581142972177474766281868041559925407651879561281943324139323420700916189964742591309488332016808285254360254459198662946296699620620828541083851851771858973259529,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
5194|HMGN1,0.000000000000000000000011395266907604894625999375330649540852145158047154667662322587346371668298495224467034356195689201559913642871052932390808533917433785984430300051990532856724175338742550042475169506963489675724060186,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
52303|BCL6,0.000000000000000000000012509874780144055281263717499006228818026081085770787260020767232698422497358629234002259578156603883923747093019082863319639589050810406360941320248071600547315595223040534394716713262275057293016027,Homo sapiens,BCL6,predicted transcription factor,None,T Lymphocyte,Tonsil,1,BCL6
42775|NPAT,0.000000000000000000000021204980131896778373149844687206205076002255051896364025022741516621356680793419663638399723989961781985259871519425026945028218505653219663158080372793978564497682413793636357996420548097048535513613,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
72703|NUP98-HOXA9,0.000000000000000000000036722516907685029608735776052896840453851184375354103708896172714714662043823263707351656220715022476278975069006584867667002725221851824698826327445837261179405729933514419465627890255589318471126781,Homo sapiens,NUP98-HOXA9,other,HEK293FT,None,Kidney,1,NUP98-HOXA9
48632|IRF4,0.000000000000000000000048662000584464364961719233837544105121799710589850212686963351100304226559632913861782650454755165473339934793397027220509412304189157954989091036936709345332785399094685524744608096642275385531071767,Homo sapiens,IRF4,predicted transcription factor,H929,B Lymphocyte,Bone Marrow,1,IRF4
33988|TET3,0.000000000000000000000050877042018334839679389255168649098381424030642123360976725403004587134130634729071819184260880349250108198596015641421413570736308576660521227619380525772621387736542244241137850996669220782425639939,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET3
46195|TAF7,0.000000000000000000000060479220381987135010164562437226539949958172753720309349879841954347798037846093275500115212674070368566555014365674841974486995441299005171237194601250815587798336277817853064333223954394818008491489,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
38704|HINFP,0.000000000000000000000067260434259375178085341737127812226047572750818301627230057780960324534304442583114293176721072281143563972981962370912560654482085250095380837973824048993570815141857708324683014472353776576320075132,Homo sapiens,HINFP,tf,LoVo,None,Colon,1,HINFP
45815|MAFK,0.000000000000000000000069033167228750481214719415289315368704490585820797418813643884412282840630251470445066353384337881551257870273951628897490795781288077810824509658744732935099573681732879611260406157998845528617433974,Homo sapiens,MAFK,tf,HepG2,Epithelium,Liver,1,MAFK
72426|ORC2,0.000000000000000000000078043622733708177365825784244297417668948043716280007177126285033351369794322080417759470606355834228715375404068082624775737522339467515314605605014495401048094750428052735112152528671705967187350518,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,1,ORC2
49021|CPSF3L,0.000000000000000000000080051672991135705704582224488088908868579300032969230755615064220712318037708806508874753679882249274973118432639643245331736454094194099774390664258114031076553962267902655297085479117556576111634356,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
72793|LMNA,0.00000000000000000000013927165612962130330553836245960735920966678512131512075716470724716276059810189842180655069924944284712522855229896827461913417170692383393513687647793853488798019392421098317559129849269558150435033,Homo sapiens,LMNA,not sure,HeLa,Epithelium,Cervix,1,LMNA
46092|SRF,0.00000000000000000000018331832365840884008266747407077421712453116467736397120474207778972459892745758701361508502388329395624830078525236107181387789447954998003185650822058450623605449035249447834151455934455450696486676,Homo sapiens,SRF,tf,ECC-1,Epithelium,Endometrium,1,SRF
38658|SOX2,0.00000000000000000000020347840262957509969599766949421596461795846095986294419650497918854245816462491951899961793076946583281862966176203969359411682051399508034697149971353430395870770970147496706414169988283914069182538,Homo sapiens,SOX2,tf,LoVo,None,Colon,1,SOX2
74345|OTX2,0.00000000000000000000026070138997614561992933482705484257366622654978593113294647064938424238192789043279493272204449368412427797853900009518591011144318803353589904294391840876699870043495686065618581243165645645599660595,Homo sapiens,OTX2,tf,D283 Med,None,None,1,OTX2
64692|CBFB,0.00000000000000000000036127922291727772103366584403671984178425883770100037181576261045222144716259757036661326005854310011418402653134644065710517434590076352721745054975307750849254355972010383291034355329492503897575402,Homo sapiens,CBFB,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,CBFB
41301|IRF1,0.00000000000000000000094062910269875233336457045059358908291887072376887907786894980435899355015258755877248070341409197715331384292180212624383981670543023352080166729586914220329872389906910251689240419111971388604076485,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1,IRF1
42714|ETV5,0.00000000000000000000096726684492818544641017437479917532265561286413528203228945445872016141038797595255224980581202453020434047748578176273373835919483560708327035971797695979071581796318492174364777962856996635586778574,Homo sapiens,ETV5,tf,LoVo,None,Colon,1,ETV5
8482|KAT7,0.0000000000000000000011914158267584220788975933405601589976892961614702665308235754435409866658045075386847766892834829201608856969274869555737672179680223648545513510385463266638095358963745821603193999857908801113584514,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
7341|HEY1,0.0000000000000000000013715769130113933752635935226177119719793091961158339507884326265377986704668272166882991843327204458760700110866833267803465512463428814738496159293613549163650665023387716168549733063200007616928005,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
35268|SNAPC1,0.0000000000000000000014013415258948632937044716907251674906709082429974021315761538512026758651145013238642548792895518852151795715437205607429100258327276899895852823667767783960599847031088218921761324370222994611873062,Homo sapiens,SNAPC1,not sure,MCF-10A,Epithelium,Breast,1,SNAPC1
64865|ZFX,0.000000000000000000001478046997262141337831636647130634677379393632488573710112303021047872620061733194084317774906328034923457971927809502878020564397951979542565141272113567083822930033728803568508457910880585073518111,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
50152|ARRB1,0.0000000000000000000020274074814149667642534611906188210335218911727791937354389792054252492557244999334644092582183286784959386044195435122096776618970136168483677593106014017248036291075208087531884446960060929987005118,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
394|RBPJ,0.0000000000000000000020845293469524793617607342942489273888862388318114640074808396672131665783342003383565975396730204950576897298162527732361811476746690169985137877073007679056871294076456117756135509852924127456243815,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
48634|SPIB,0.0000000000000000000023580729930708622572046644835987335734125794030200198917154283041036716776498997003911089846560632016990672586050434985696802286957153333465404835193833526690729462443406067569447179854813956581199551,Homo sapiens,SPIB,tf,H929,B Lymphocyte,Bone Marrow,1,SPIB
42212|STAT3,0.0000000000000000000024604327534671540115677382179802084212622962872101770503453804755266455199056211199710092302494598567051558027586800506875877647928146238160382741125202123124320167477296594583258850688802921522075601,Homo sapiens,STAT3,tf,OCI-Ly10,B Lymphocyte,Bone Marrow,1,STAT3
46240|NFIC,0.0000000000000000000028833044144026109051344519111541853684754449756160068920020234819561478039639291678291901920150246518384503376315748543301682564883694790087359693073435903712470430786890547717099643319335564171950842,Homo sapiens,NFIC,tf,HepG2,Epithelium,Liver,1,NFIC
64771|SRSF3,0.000000000000000000003292168426094665752942857216963066167687468458024943268287318677062316726659337221414377090917512536814322066465408083058232720514809548196724701705715942236167963493992920645323936754100601550093412,Homo sapiens,SRSF3,,HepG2,Epithelium,Liver,1,SRSF3
68379|DUX4,0.0000000000000000000033705694796504146215087436904988389918957594534052128624962704471839655655491162180385758976115991321092772796943947100871804924005283621472813267088131176955308392205916474955269969869174274810829594,Homo sapiens,DUX4,other,LHCN-M2,Myoblast,Skeletal Muscle,1,DUX4
67858|TET2,0.0000000000000000000051349239378027585992524460169886615873213554211625614791897398786668681936753287093690398764395602135245117020821535382461976192524939066702203404209814006653267016777209177631287945327364101363186987,Homo sapiens,TET2,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET2
38585|TAF3,0.0000000000000000000054909387824398436667929639335284892084246908701661139949594811044466070332086610006082149654058012415721101071458799846790807048057492140839978132655661059720723981865258866990887362624107245552357681,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
42722|HOXA6,0.0000000000000000000056619559508203123198055610958594235528848563835295939239992327861116795660237801054111089509548492049895123143623651588469354166938211667757677894261561742134982879267123020621835070017528916398932571,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
46241|MYBL2,0.0000000000000000000094363502792294005059193348695920345119975155931539225715113626826465842556614866519165268601980526562009622825616502723326907294928244380258974872395765615597758358932668761381619962130306626746412265,Homo sapiens,MYBL2,tf,HepG2,Epithelium,Liver,1,MYBL2
46079|NR3C1,0.000000000000000000016060314354705495691579589329325782814356506485745449343894189874939882534498949948447186782658498750216760143155732109007843663030330001228032621393877130389495141622502387295428369346687912645025433,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
45810|MXI1,0.000000000000000000016833049778117926778556356676925761681558210698560836567682859371874430799069380051472238613543317717099302053639864616823932962919159111942322360886069110201443776312747286751467675525209055879286636,Homo sapiens,MXI1,tf,HepG2,Epithelium,Liver,1,MXI1
